family,sequence,version,file,status,lines,key_path_count,added_path_count,removed_path_count,added_top_level,removed_top_level,added_paths,removed_paths,sha256
CEDAR-SETTINGS,10,0.10.0,CEDAR-SETTINGS-Reviewed-0.10-Tap-Locks.yaml,working-draft,485,298,7,0,tap_lock_requests,,tap_lock_requests | tap_lock_requests.may_override_user_or_spirit_lock | tap_lock_requests.may_request_sap_tap_lock | tap_lock_requests.may_request_tar_tap_lock | tap_lock_requests.may_unlock_tar_tap_after_compromise | tap_lock_requests.qualifying_reasons | tap_lock_requests.qualifying_reasons[],,91e9d29d3190b2d3595619583e1a1b13b5de4d9254ab8d9a33f8fc313115af53
CEDAR-SETTINGS,11,0.11.0,CEDAR-SETTINGS-Reviewed-0.11-Sturdy-Leaf-Recovery.yaml,working-draft,510,309,11,0,sturdy_leaf_recovery,,sturdy_leaf_recovery | sturdy_leaf_recovery.enabled | sturdy_leaf_recovery.preserve_metadata_when_contents_cannot_be_restored | sturdy_leaf_recovery.priority | sturdy_leaf_recovery.quarantine_when_suspicious | sturdy_leaf_recovery.recovery_phases | sturdy_leaf_recovery.recovery_phases[] | sturdy_leaf_recovery.safety_checks_still_required | sturdy_leaf_recovery.user_marked_sturdy_permanent_deletion_requires_direct_approval | sturdy_leaf_recovery.verify | sturdy_leaf_recovery.verify[],,17a6b5b03818cc6a0f193fbe025094bff01dfbf957cbb9add445971e03909a61
CEDAR-SETTINGS,12,0.12.0,CEDAR-SETTINGS-Reviewed-0.12-Trusted-Shed-Litter.yaml,working-draft,519,318,9,0,trusted_shed_litter,,trusted_shed_litter | trusted_shed_litter.may_detect_tampering | trusted_shed_litter.may_mark_review_required_when_integrity_lost | trusted_shed_litter.may_verify_integrity | trusted_shed_litter.may_verify_release_record | trusted_shed_litter.must_not_block_only_because_cedar_was_absent | trusted_shed_litter.optional_oil_or_soak | trusted_shed_litter.required_for_same_forest_absorption | trusted_shed_litter.tar_sap_or_molasses_access,,a80e02943844772230a9c2125219157bc3c1a7ace096c2a24bff092c05a33e5a
CEDAR-SETTINGS,13,0.13.0,CEDAR-SETTINGS-Reviewed-0.13-Moss-Oil.yaml,working-draft,551,329,11,0,moss_oil,,moss_oil | moss_oil.automatic_delete | moss_oil.enabled | moss_oil.inspect | moss_oil.inspect[] | moss_oil.may_recommend | moss_oil.may_recommend[] | moss_oil.non_destructive | moss_oil.states | moss_oil.states[] | moss_oil.tar_moss_contents_access_without_permission,,8f7b499892ee3952377023cd5d2c2c1fae2d8e8692d9c9481cd4228cff5b50aa
CEDAR-SETTINGS,14,0.14.0,CEDAR-SETTINGS-Reviewed-0.14-Sap-Taps.yaml,working-draft,577,336,7,0,sap_taps_interaction,,sap_taps_interaction | sap_taps_interaction.may | sap_taps_interaction.may[] | sap_taps_interaction.must_not | sap_taps_interaction.must_not[] | sap_taps_interaction.role | sap_taps_interaction.role[],,a0893a2d7957f3e826fc3a7ded49f31c83678ab62dd13a7746474c31694ae73c
CEDAR-SETTINGS,15,0.15.0,CEDAR-SETTINGS-Reviewed-0.15-Forest-Fire-Cherry-Bonsai.yaml,working-draft,637,369,33,0,cherry_bonsai | forest_fire | potted_mode,,cherry_bonsai | cherry_bonsai.cherry_may_request_after_user_approval | cherry_bonsai.create_and_update | cherry_bonsai.exclude | cherry_bonsai.exclude[] | cherry_bonsai.hash_and_sign | cherry_bonsai.periodic_or_milestone_updates_require_user_opt_in | cherry_bonsai.prioritize | cherry_bonsai.prioritize[] | cherry_bonsai.removable_storage_export | cherry_bonsai.seed_vault_copy | cherry_bonsai.soil_copy | cherry_bonsai.user_manual_request | forest_fire | forest_fire.automatic_destructive_execution | forest_fire.automatic_fire_watch | forest_fire.double_user_confirmation_required | forest_fire.enabled | forest_fire.known_mold_in_normal_recovery_package | forest_fire.ordinary_repair_attempts_before_recommendation | forest_fire.priority_order | forest_fire.priority_order[] | forest_fire.role | forest_fire.role[] | forest_fire.tar_contents_read_permission | forest_fire.uncertain_material_quarantined | potted_mode | potted_mode.enabled | potted_mode.handoff_and_shutdown_when_forest_cedar_starts | potted_mode.may_execute_without_confirmations | potted_mode.may_prepare_forest_fire | potted_mode.may_use_spirit_rescue_gate | potted_mode.standalone_guardian,,29a6eff9c44f76c1fe1e02b6b5170a4e72ed17540a5abe463c8f4d3a0d58190b
CEDAR-SETTINGS,16,0.16.0,CEDAR-SETTINGS-Reviewed-0.16-Logs-Forest-Fire-CLI.yaml,working-draft,656,386,17,0,logs,,forest_fire.command_prompt | forest_fire.command_prompt.command_is_confirmation | forest_fire.command_prompt.commands | forest_fire.command_prompt.commands[] | forest_fire.command_prompt.force_or_unattended_bypass | forest_fire.command_prompt.normal_double_confirmation | forest_fire.command_prompt.potted_cedar_supported | forest_fire.preserve_logs_and_log_cabin_records | logs | logs.fireproof_recovery_priority | logs.may_quarantine | logs.oil_is_non_destructive | logs.oil_supported | logs.preserve_tree_origin_and_name | logs.tar_content_read_without_permission | logs.tar_recommendation_supported | logs.verify_log_cabin_index,,5e05b54f8b3f30c375227f9c2a4e845a03a868a937b3877658d0ca0480591584
CEDAR-SETTINGS,17,0.17.0,CEDAR-SETTINGS-Reviewed-0.17-Log-Cabins-Cedar-Door.yaml,working-draft,676,406,20,0,log_cabins,,log_cabins | log_cabins.alert_every_detectable_interaction | log_cabins.as_soon_as_soil_reports | log_cabins.cedar_door_on_every_cabin | log_cabins.multiple_supported | log_cabins.sudden_removal | log_cabins.sudden_removal.alert_user | log_cabins.sudden_removal.mark_absent_not_deleted | log_cabins.sudden_removal.protect_pending_writes | log_cabins.sudden_removal.stop_new_writes | log_cabins.sudden_removal.verify_on_return | log_cabins.with_cabin | log_cabins.with_cabin.use_cabin_records | log_cabins.with_cabin.use_logs | log_cabins.with_cabin.use_salvaged_material | log_cabins.with_cabin.use_seed_vault | log_cabins.without_cabin | log_cabins.without_cabin.cedar_responsible_for_normal_backups_and_recovery | log_cabins.without_cabin.temporary_local_storage_is_seed_vault | log_cabins.without_cabin.use_approved_local_soil,,cf2b10aa8bdd5eb41fe58ef5f570a24461d6d940e86aeb6fbd0c2eeac4100d75
CEDAR-SETTINGS,18,0.18.0,CEDAR-SETTINGS-Reviewed-0.18-Potted-Cabin-Guard-Encryption.yaml,working-draft,694,424,18,0,standard_encryption,,potted_mode.log_cabin_guard | potted_mode.log_cabin_guard.access_requires_user_policy | potted_mode.log_cabin_guard.handoff_then_shutdown_when_forest_returns | potted_mode.log_cabin_guard.oil_logs | potted_mode.log_cabin_guard.operate_cedar_doors | potted_mode.log_cabin_guard.protect_and_access_cabins | potted_mode.log_cabin_guard.standard_encrypt_non_forest_data | potted_mode.log_cabin_guard.tar_logs_via_cabin_tap | potted_mode.log_cabin_guard.works_without_forest_on_soil | standard_encryption | standard_encryption.cedar_must_not_retain_raw_secret | standard_encryption.forest_classification | standard_encryption.log | standard_encryption.result | standard_encryption.sap | standard_encryption.seed_vault | standard_encryption.tar | standard_encryption.user_controls_recovery_material,,1e8ab590a70d6fa14d1e27d2c73ab19432ab9006b9040b497197cbcea047f3be
CHERRY-BONSAI,1,0.1.0,CHERRY-BONSAI-Working-Draft-0.1.yaml,working-draft,69,38,38,0,canonical_path | creation | definition | exclude | healthy_existing_cherry | import | no-healthy-cherry | pdc_id | prioritize | status | storage | uuid | version,,canonical_path | creation | creation.cedar_filters_every-update | creation.may_be_requested_by | creation.may_be_requested_by[] | creation.periodic_or_milestone_updates_require_user-opt-in | creation.primary_creator | definition | definition.active_booted_bonsai_is_tree | definition.cherry_bonsai | definition.stored_package_is_solid_material | exclude | exclude[] | healthy_existing_cherry | healthy_existing_cherry.bonsai-remains-separate-backup | healthy_existing_cherry.default | healthy_existing_cherry.existing-cherry-keeps-identity | healthy_existing_cherry.replace-whole-cherry | healthy_existing_cherry.replace-whole-cherry.backup-current-cherry-first-when-possible | healthy_existing_cherry.replace-whole-cherry.command | healthy_existing_cherry.replace-whole-cherry.double-confirmation | healthy_existing_cherry.separate-potted-tree-option | import | import.verification-or-quarantine-required | no-healthy-cherry | no-healthy-cherry.bonsai-creates-self-propagule-before-promotion | no-healthy-cherry.original-bonsai-package-remains-preserved | no-healthy-cherry.promoted-tree-becomes-main-cherry | no-healthy-cherry.promoted-tree-receives-new-instance-identity | no-healthy-cherry.user-approval-required | pdc_id | prioritize | prioritize[] | status | storage | storage[] | uuid | version,,ee8b5f5aacf7ac9ff3acdfaceef2812ff976458e3f6c49f9170f87c50927696a
CHERRY-CEDAR-RECOVERY,1,0.1.0,CHERRY-CEDAR-RECOVERY-Working-Draft-0.1.yaml,working-draft,64,37,37,0,canonical_path | forest_install_handoff | manual_assistance_after_forest_install | pdc_id | secondary_fallback | standalone_replant_cedar | status | uuid | version,,canonical_path | forest_install_handoff | forest_install_handoff.default_option | forest_install_handoff.do_not_repeat_without_request | forest_install_handoff.menu_message | forest_install_handoff.menu_options | forest_install_handoff.menu_options[] | forest_install_handoff.record_user_decision | forest_install_handoff.trigger_when | forest_install_handoff.trigger_when[] | forest_install_handoff.turn_standalone_toggle_off_by_default | manual_assistance_after_forest_install | manual_assistance_after_forest_install.available_even_when-toggle-off | manual_assistance_after_forest_install.command_examples | manual_assistance_after_forest_install.command_examples[] | manual_assistance_after_forest_install.final_fallback_after-candidate-failure | manual_assistance_after_forest_install.may | manual_assistance_after_forest_install.may[] | pdc_id | secondary_fallback | secondary_fallback.automatic_recovery_authority | secondary_fallback.candidate_requires-spirit-verification | secondary_fallback.candidate_requires_user_request_or-enabled-fallback | secondary_fallback.may_not-fell-mill-replant-or-certify | secondary_fallback.may_not_interrupt-active-spirit-recovery | secondary_fallback.may_offer_candidate_only_after_spirit_recovery_failure | standalone_replant_cedar | standalone_replant_cedar.available_when_complete_forest_absent | standalone_replant_cedar.destructive_steps_require_direct_user_confirmation | standalone_replant_cedar.enabled_by_default_in_tree_only_installation | standalone_replant_cedar.may | standalone_replant_cedar.may[] | standalone_replant_cedar.may_not | standalone_replant_cedar.may_not[] | status | uuid | version,,353c87345e60a74d0e2d9d35fe34d23ebd52a8c7d655193ec3b2e0b038e1e3eb
CHERRY-SETTINGS,1,0.1.0,CHERRY-SETTINGS-Working-Draft-0.1-Potted-Forest-Fire-Bonsai.yaml,working-draft,41,36,36,0,canonical_path | cherry_bonsai | pdc_id | potted_mode | role | status | uuid | version,,canonical_path | cherry_bonsai | cherry_bonsai.automatic_updates_require_cherry_to_ask_user | cherry_bonsai.bonsai_remains_separate_backup | cherry_bonsai.booted_form_is_tree | cherry_bonsai.cedar_filters_updates | cherry_bonsai.fully_mature_miniature_potted_backup | cherry_bonsai.healthy_existing_cherry_default | cherry_bonsai.manual_creation | cherry_bonsai.may_store_in | cherry_bonsai.may_store_in[] | cherry_bonsai.no_healthy_cherry | cherry_bonsai.no_healthy_cherry.create_self_propagule_before_promotion | cherry_bonsai.no_healthy_cherry.new_instance_identity | cherry_bonsai.no_healthy_cherry.original_bonsai_package_remains_preserved | cherry_bonsai.no_healthy_cherry.promote_to_main_cherry_after_user_approval | cherry_bonsai.replace_whole_cherry_requires_double_confirmation | cherry_bonsai.stored_form_is_solid_material | pdc_id | potted_mode | potted_mode.boot_package_in_user_soil | potted_mode.complete_potted_shutdown_after_handoff | potted_mode.double_user_confirmation_required | potted_mode.enabled | potted_mode.handoff_to_forest_cherry | potted_mode.may_execute_destructive_phase_itself | potted_mode.may_initiate_forest_fire_preparation | potted_mode.may_use_spirit_rescue_gate | potted_mode.runs_when_forest_closed_or_unavailable | potted_mode.runs_without_forest | potted_mode.simultaneous_identity | role | role[] | status | uuid | version,,a875809d8ab7014b7ec2ecd85a798b0966e4820e20f97403267e291cd212c7fd
CHERRY-SETTINGS,2,0.2.0,CHERRY-SETTINGS-Working-Draft-0.2-Forest-Fire-CLI.yaml,working-draft,52,45,9,0,forest_fire_command_prompt,,forest_fire_command_prompt | forest_fire_command_prompt.command_is_confirmation | forest_fire_command_prompt.commands | forest_fire_command_prompt.commands[] | forest_fire_command_prompt.force_or_unattended_bypass | forest_fire_command_prompt.normal_double_confirmation | forest_fire_command_prompt.potted_cherry_supported | forest_fire_command_prompt.routes_through_spirit_rescue_gate | forest_fire_command_prompt.show_log_cabin_status_before_second_confirmation,,76b4fa4268f06f65bb579cddc615b6c3eee047b358fed8be9aa90436b870b6e2
FOREST-BRANCH-SHAKE,1,0.1.0,FOREST-BRANCH-SHAKE-Working-Draft-0.1.yaml,working-draft,49,16,16,0,canonical_path | commands | definition | distinctions | pdc_id | report | status | uuid | version,,canonical_path | commands | commands[] | definition | definition.command | definition.purpose | definition.reveals_hidden_private_chain_of_thought | distinctions | distinctions[] | pdc_id | report | report.fields | report.fields[] | status | uuid | version,,d4f244361252bf11124c2a00cf31d45621aab4c4ae0d650b2a7794697460dfb2
FOREST-CANOPY-COMMUNICATION,1,0.1.0,FOREST-CANOPY-COMMUNICATION-Working-Draft-0.1.yaml,working-draft,106,56,56,0,canonical_path | canopy_link | canopy_pass | comparison | definition | forest_canopy | maple | pdc_id | personal_canopy | route_memory | security | status | uuid | version,,canonical_path | canopy_link | canopy_link.does_not_automatically | canopy_link.does_not_automatically[] | canopy_link.durations | canopy_link.durations[] | canopy_pass | canopy_pass.destination_absorption_required | canopy_pass.may_carry | canopy_pass.may_carry[] | canopy_pass.non_fluid | comparison | comparison.fluids | comparison.forest_canopy | comparison.mycelium | comparison.personal_canopy | definition | definition.detailed_path_storage_by_default | definition.level | definition.non_fluid_communication_method | definition.open_connection_model | definition.second_non_fluid_method_after_mycelium | definition.speed | definition.transit_leaf_generation_by_default | forest_canopy | forest_canopy.analogy | forest_canopy.scope | forest_canopy.supports | forest_canopy.supports[] | forest_canopy.sycamore_governed | maple | maple.optimal_for | maple.optimal_for[] | maple.primary_automation_network_alongside_mycelium | pdc_id | personal_canopy | personal_canopy.analogy | personal_canopy.scope | personal_canopy.supports | personal_canopy.supports[] | route_memory | route_memory.retain | route_memory.retain[] | route_memory.retain_intermediate_branch_hops_by_default | route_memory.temporary_diagnostic_trace_allowed | security | security.endpoint-identity-required | security.immediate-revocation | security.minimum-necessary-access | security.no-silent-leaf-or-grain-changes | security.permission-profile-required | security.suspicious-link-is-security-event | security.sycamore-required-for-cross-forest | status | uuid | version,,344a960efc428e265e51d6e614fa45b28f77de0848523573abdd79ea6ff85ce0
FOREST-CANOPY-COMMUNICATION,2,0.2.0,FOREST-CANOPY-COMMUNICATION-Working-Draft-0.2.yaml,working-draft,184,99,43,0,canopy_sections | payloads | recall_leaves | solid_material | view_context,,canopy_sections | canopy_sections.enabled | canopy_sections.examples | canopy_sections.examples[] | payloads | payloads.canopy_pass | payloads.canopy_pass.absorption_required | payloads.canopy_pass.non_fluid | payloads.fluid | payloads.fluid.may_be_absorbed | payloads.fluid.protection_grade_preserved | payloads.fluid.supported | payloads.protected_reference | payloads.protected_reference.copies_source_content | payloads.protected_reference.supported | payloads.solid_material | payloads.solid_material.download_to_soil_without_tree_absorption | payloads.solid_material.supported | payloads.solid_material.viewable_without_absorption | payloads.solid_material.whole_or_piece | recall_leaves | recall_leaves.analogy | recall_leaves.automatic_sturdy | recall_leaves.clearable | recall_leaves.content_absorption_marker | recall_leaves.default_leaf_state | recall_leaves.expiring | recall_leaves.minimal_resume_metadata_only | recall_leaves.name | recall_leaves.revocable | security.separate_permissions | security.separate_permissions[] | solid_material | solid_material.access_does_not_automatically | solid_material.access_does_not_automatically[] | solid_material.examples | solid_material.examples[] | solid_material.modes | solid_material.modes[] | view_context | view_context.expires_with_session | view_context.is_leaf_foliage | view_context.temporary,,fad4ab7fce4500d5fd764dc5786848a8133def0115cff1dc714ec8b07728d3ef
FOREST-CANOPY-COMMUNICATION,3,0.3.0,FOREST-CANOPY-COMMUNICATION-Working-Draft-0.3-Moss.yaml,working-draft,220,116,27,10,moss,recall_leaves,moss | moss.cedar_oil_supported | moss.clearable | moss.cookie_like | moss.cross_section_tracking_without_permission | moss.expiring_when_appropriate | moss.growth_may_be_rejected | moss.is_leaf_by_default | moss.may_attach_to | moss.may_attach_to[] | moss.purpose | moss.purpose[] | moss.raw_credentials_allowed | moss.remove_cookies_alias | moss.revocable | moss.scrape_supported | moss.solid_material | moss.tar_sap_grade_supported | moss.types | moss.types[] | moss.user_visible | payloads.moss | payloads.moss.absorption_required | payloads.moss.may_sync_with_permission | payloads.moss.solid_material | payloads.moss.tar_moss_cross_forest_sync | payloads.moss.whole_or_piece,recall_leaves | recall_leaves.analogy | recall_leaves.automatic_sturdy | recall_leaves.clearable | recall_leaves.content_absorption_marker | recall_leaves.default_leaf_state | recall_leaves.expiring | recall_leaves.minimal_resume_metadata_only | recall_leaves.name | recall_leaves.revocable,665f2b9435707b61fddd6c665ba6454cd320cea3d39a624f95dd33d6614968fe
FOREST-CANOPY-COMMUNICATION,4,0.4.0,FOREST-CANOPY-COMMUNICATION-Working-Draft-0.4-Sap-Taps.yaml,working-draft,229,125,9,0,classification | sap_taps_enforcement,,classification | classification.may_carry_or_expose_solid_material | classification.non_fluid_communication_method | classification.part_of_tree_and_forest_connection_anatomy | classification.solid_material | sap_taps_enforcement | sap_taps_enforcement.spirit_enforced | sap_taps_enforcement.sycamore_enforces_cross_forest_routes | sap_taps_enforcement.user_managed,,b002cd0facc490510d220caf17b8f38eaf78455b7ff70872e01f5d2b3d54cd17
FOREST-FERTILIZER-ABSORPTION,1,0.1.0,FOREST-FERTILIZER-ABSORPTION-Working-Draft-0.1.yaml,working-draft,83,53,53,0,canonical_path | constraints | definition | fertilizing | forms | pdc_id | provenance_record | status | uuid | version,,canonical_path | constraints | constraints.additive_and_modifying_only | constraints.delete_or_replace_files | constraints.replace_complete_grain_pattern | constraints.replace_identity | constraints.replace_roots | constraints.silently_expand_permissions | definition | definition.fertilizer | definition.fertilizer_file_is_separate_artifact | definition.fertilizer_is_growth_role | fertilizing | fertilizing.begins_when_information_is_incorporated_into_growth | fertilizing.compatible_growth | fertilizing.compatible_growth[] | fertilizing.temporary_routing_is_not_fertilizing | fertilizing.wash_over_is_not_fertilizing | forms | forms.fertilizer_file | forms.fertilizer_file.durable_growth_package | forms.fertilizer_file.portable | forms.fruit_from_other_tree | forms.fruit_from_other_tree.becomes_fertilizer_when_absorbed | forms.fruit_from_other_tree.preserve_original_fruit_identity | forms.fruit_from_other_tree.preserve_source_tree | forms.leaf_litter | forms.leaf_litter.becomes_fertilizer_when_actually_absorbed | forms.leaf_litter.direct_water_or_sap_conversion_is_not_absorption | forms.leaf_litter.indexing_is_not_absorption | forms.leaf_litter.preserve_origin_and_safety_state | forms.leaf_litter.safe_reference_is_not_absorption | forms.leaf_litter.sifting_is_not_absorption | forms.spoiling_fruit | forms.spoiling_fruit.becomes_fertilizer_when_safely_absorbed | forms.spoiling_fruit.preserve_spoilage_and_recovery_history | forms.spoiling_fruit.recovery_condition_required | forms.spoiling_fruit.safety_check_required | forms.syrup_family | forms.syrup_family.fertilizer_from_creation | forms.syrup_family.fluid_and_fertilizer | forms.syrup_family.light_syrup_may_fertilize_authorized_trees | forms.syrup_family.molasses_fertilizes_maple_local_only | forms.syrup_family.other_tree_may_absorb_molasses | forms.syrup_family.syrup_may_fertilize_authorized_trees | pdc_id | provenance_record | provenance_record.fields | provenance_record.fields[] | provenance_record.required | status | uuid | version,,2173ed8473695e215ce58dd0636c3010762842b47280dde17f452e37161d90b1
FOREST-FIRE,1,0.1.0,FOREST-FIRE-EMERGENCY-PROTOCOL-Working-Draft-0.1.yaml,working-draft,74,34,34,0,backup_priority | canonical_path | confirmation | definition | execution | fire_watch | pdc_id | recovery_priority | status | trigger | uuid | version,,backup_priority | backup_priority[] | canonical_path | confirmation | confirmation.count | confirmation.first | confirmation.second | confirmation.separate_user_actions | confirmation.tree_or_automation_may_confirm | definition | definition.exact_authorized_forest_scope_only | definition.hardware_destruction | definition.physical_fire | definition.retaliation_or_hack_back | definition.type | execution | execution.destroy_unrelated_soil_or_external_systems | execution.order | execution.order[] | fire_watch | fire_watch.may | fire_watch.may[] | fire_watch.non_destructive | pdc_id | recovery_priority | recovery_priority[] | status | trigger | trigger.automatic_destructive_execution | trigger.automatic_fire_watch_by_cedar | trigger.manual_path | trigger.requires_ordinary_repair_attempts | uuid | version,,7d59d139851d72c83199ffbec383aa33fe674128ac264daadff689c931d6fc25
FOREST-FIRE,2,0.2.0,FOREST-FIRE-EMERGENCY-PROTOCOL-Working-Draft-0.2-Logs-CLI.yaml,working-draft,98,51,17,0,command_prompt | fireproof_recovery_set,,command_prompt | command_prompt.command_is_confirmation | command_prompt.commands | command_prompt.commands[] | command_prompt.force_yes_script_pipe_remote_bypass | command_prompt.local_interactive_only | command_prompt.same_double_confirmation | command_prompt.spirit_rescue_gate_required | command_prompt.supported_entry_trees | command_prompt.supported_entry_trees[] | fireproof_recovery_set | fireproof_recovery_set.cedar_read_permission_for_tar_logs | fireproof_recovery_set.logs_more_persistent_than_sturdy_leaves | fireproof_recovery_set.mandatory_when_safe | fireproof_recovery_set.mandatory_when_safe[] | fireproof_recovery_set.preserve_tree_origin_and_canonical_name | fireproof_recovery_set.tar_logs_as_encrypted_packages_or_references,,9a0e11561a28ee44edea126159bebe170121face7d8afc27038912b004ef49bc
